4.700000000000000000e+01,4.210000000000000000e+02
5.300000000000000000e+01,4.110000000000000000e+02
5.900000000000000000e+01,4.020000000000000000e+02
6.500000000000000000e+01,3.940000000000000000e+02
7.100000000000000000e+01,3.850000000000000000e+02
7.700000000000000000e+01,3.770000000000000000e+02
8.200000000000000000e+01,3.690000000000000000e+02
8.700000000000000000e+01,3.630000000000000000e+02
9.300000000000000000e+01,3.560000000000000000e+02
1.000000000000000000e+02,3.490000000000000000e+02
1.060000000000000000e+02,3.430000000000000000e+02
1.120000000000000000e+02,3.370000000000000000e+02
1.190000000000000000e+02,3.310000000000000000e+02
1.250000000000000000e+02,3.260000000000000000e+02
1.310000000000000000e+02,3.210000000000000000e+02
1.380000000000000000e+02,3.160000000000000000e+02
1.440000000000000000e+02,3.120000000000000000e+02
1.510000000000000000e+02,3.080000000000000000e+02
1.580000000000000000e+02,3.040000000000000000e+02
1.650000000000000000e+02,3.010000000000000000e+02
1.720000000000000000e+02,2.970000000000000000e+02
1.790000000000000000e+02,2.940000000000000000e+02
1.860000000000000000e+02,2.910000000000000000e+02
1.920000000000000000e+02,2.880000000000000000e+02
2.000000000000000000e+02,2.860000000000000000e+02
2.060000000000000000e+02,2.830000000000000000e+02
2.130000000000000000e+02,2.810000000000000000e+02
2.200000000000000000e+02,2.790000000000000000e+02
2.270000000000000000e+02,2.780000000000000000e+02
2.340000000000000000e+02,2.770000000000000000e+02
2.420000000000000000e+02,2.760000000000000000e+02
2.480000000000000000e+02,2.750000000000000000e+02
2.550000000000000000e+02,2.750000000000000000e+02
2.620000000000000000e+02,2.740000000000000000e+02
2.700000000000000000e+02,2.740000000000000000e+02
2.770000000000000000e+02,2.730000000000000000e+02
2.840000000000000000e+02,2.730000000000000000e+02
2.910000000000000000e+02,2.740000000000000000e+02
2.980000000000000000e+02,2.740000000000000000e+02
3.050000000000000000e+02,2.750000000000000000e+02
3.130000000000000000e+02,2.750000000000000000e+02
3.200000000000000000e+02,2.760000000000000000e+02
3.270000000000000000e+02,2.770000000000000000e+02
3.350000000000000000e+02,2.770000000000000000e+02
3.420000000000000000e+02,2.790000000000000000e+02
3.490000000000000000e+02,2.800000000000000000e+02
3.560000000000000000e+02,2.810000000000000000e+02
3.640000000000000000e+02,2.820000000000000000e+02
3.710000000000000000e+02,2.840000000000000000e+02
3.780000000000000000e+02,2.850000000000000000e+02
3.850000000000000000e+02,2.870000000000000000e+02
3.930000000000000000e+02,2.900000000000000000e+02
4.000000000000000000e+02,2.920000000000000000e+02
4.070000000000000000e+02,2.950000000000000000e+02
4.140000000000000000e+02,2.970000000000000000e+02
4.210000000000000000e+02,3.000000000000000000e+02
4.280000000000000000e+02,3.030000000000000000e+02
4.350000000000000000e+02,3.060000000000000000e+02
4.420000000000000000e+02,3.090000000000000000e+02
4.490000000000000000e+02,3.130000000000000000e+02
4.560000000000000000e+02,3.160000000000000000e+02
4.630000000000000000e+02,3.190000000000000000e+02
4.690000000000000000e+02,3.220000000000000000e+02
4.760000000000000000e+02,3.260000000000000000e+02
4.820000000000000000e+02,3.290000000000000000e+02
4.890000000000000000e+02,3.330000000000000000e+02
4.960000000000000000e+02,3.370000000000000000e+02
5.020000000000000000e+02,3.410000000000000000e+02
5.090000000000000000e+02,3.450000000000000000e+02
5.150000000000000000e+02,3.490000000000000000e+02
5.230000000000000000e+02,3.530000000000000000e+02
5.280000000000000000e+02,3.570000000000000000e+02
5.340000000000000000e+02,3.620000000000000000e+02
5.410000000000000000e+02,3.660000000000000000e+02
5.470000000000000000e+02,3.710000000000000000e+02
5.530000000000000000e+02,3.750000000000000000e+02
5.590000000000000000e+02,3.790000000000000000e+02
5.650000000000000000e+02,3.830000000000000000e+02
5.700000000000000000e+02,3.880000000000000000e+02
5.760000000000000000e+02,3.930000000000000000e+02
5.820000000000000000e+02,3.970000000000000000e+02
5.880000000000000000e+02,4.010000000000000000e+02
5.930000000000000000e+02,4.060000000000000000e+02
5.980000000000000000e+02,4.100000000000000000e+02
6.040000000000000000e+02,4.140000000000000000e+02
6.090000000000000000e+02,4.190000000000000000e+02
6.140000000000000000e+02,4.230000000000000000e+02
6.190000000000000000e+02,4.270000000000000000e+02
6.240000000000000000e+02,4.310000000000000000e+02
6.290000000000000000e+02,4.350000000000000000e+02
6.340000000000000000e+02,4.390000000000000000e+02
6.390000000000000000e+02,4.440000000000000000e+02
6.440000000000000000e+02,4.480000000000000000e+02
6.480000000000000000e+02,4.530000000000000000e+02
6.520000000000000000e+02,4.570000000000000000e+02
6.560000000000000000e+02,4.610000000000000000e+02
6.600000000000000000e+02,4.650000000000000000e+02
6.640000000000000000e+02,4.690000000000000000e+02
6.670000000000000000e+02,4.730000000000000000e+02
6.710000000000000000e+02,4.780000000000000000e+02
6.740000000000000000e+02,4.820000000000000000e+02
6.780000000000000000e+02,4.860000000000000000e+02
6.810000000000000000e+02,4.910000000000000000e+02
6.820000000000000000e+02,4.940000000000000000e+02
7.480000000000000000e+02,4.990000000000000000e+02
7.480000000000000000e+02,4.990000000000000000e+02
7.480000000000000000e+02,4.990000000000000000e+02
7.480000000000000000e+02,4.990000000000000000e+02
7.480000000000000000e+02,4.990000000000000000e+02
7.480000000000000000e+02,4.990000000000000000e+02
7.480000000000000000e+02,4.990000000000000000e+02
7.480000000000000000e+02,4.990000000000000000e+02
7.480000000000000000e+02,4.990000000000000000e+02
7.480000000000000000e+02,4.990000000000000000e+02
7.480000000000000000e+02,4.990000000000000000e+02
7.480000000000000000e+02,4.990000000000000000e+02
7.480000000000000000e+02,4.990000000000000000e+02
7.480000000000000000e+02,4.990000000000000000e+02
7.480000000000000000e+02,4.990000000000000000e+02
7.480000000000000000e+02,4.990000000000000000e+02
7.480000000000000000e+02,4.990000000000000000e+02
7.480000000000000000e+02,4.990000000000000000e+02
7.480000000000000000e+02,4.990000000000000000e+02
7.480000000000000000e+02,4.990000000000000000e+02
7.480000000000000000e+02,4.990000000000000000e+02
7.480000000000000000e+02,4.990000000000000000e+02
7.480000000000000000e+02,4.990000000000000000e+02
7.480000000000000000e+02,4.990000000000000000e+02
7.480000000000000000e+02,4.990000000000000000e+02
7.480000000000000000e+02,4.990000000000000000e+02
7.480000000000000000e+02,4.990000000000000000e+02
7.480000000000000000e+02,4.990000000000000000e+02
7.480000000000000000e+02,4.990000000000000000e+02
7.480000000000000000e+02,4.990000000000000000e+02
7.480000000000000000e+02,4.990000000000000000e+02
7.480000000000000000e+02,4.990000000000000000e+02
7.480000000000000000e+02,4.990000000000000000e+02
7.480000000000000000e+02,4.990000000000000000e+02
7.490000000000000000e+02,5.000000000000000000e+02
7.490000000000000000e+02,5.000000000000000000e+02
7.500000000000000000e+02,5.010000000000000000e+02
7.500000000000000000e+02,5.020000000000000000e+02
7.520000000000000000e+02,5.020000000000000000e+02
